Accession.No.	Uberstrain	Name	Sequencing.Platform	Sequencing.Library	Insert.Size	Experiment	Bases	Average.Length	Barcode	Source.Niche	Source.Type	Source.Details	Collection.Year	Collection.Month	Collection.Day	Collection.Time	Continent	Country	Region	District	City	Post.Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic.Formulas	Lab.Contact	Phage.Type	Comment	Bio.Project.ID	Project.ID	Sample.ID	Secondary.Sample.ID	Date.Entered	Release.Date	Status	Coverage	N50.x	Length	Species	Contig.Number...200.bp.	Low.Quality.Bases	Version	Assembly.Barcode	Project	Center	Technology	Processing.date	Predicted.Serovar	Predicted.Antigenic.Profile	ContamStatus	NumContamSNVs	percentContam	N50.y	Number.of.contigs	Largest.contig.x	Total.assembly.length	SNP.reference	Scaffolding.reference	X..contigs.....0.bp.	X..contigs.....1000.bp.	X..contigs.....5000.bp.	X..contigs.....10000.bp.	X..contigs.....25000.bp.	X..contigs.....50000.bp.	Total.length.....0.bp.	Total.length.....1000.bp.	Total.length.....5000.bp.	Total.length.....10000.bp.	Total.length.....25000.bp.	Total.length.....50000.bp.	X..contigs	Largest.contig.y	Total.length	Reference.length	GC....	Reference.GC....	N50	NG50	N75	NG75	L50	LG50	L75	LG75	X..misassemblies	X..misassembled.contigs	Misassembled.contigs.length	X..local.misassemblies	X..scaffold.gap.ext..mis.	X..scaffold.gap.loc..mis.	X..unaligned.mis..contigs	X..unaligned.contigs	X..unaligned.contigs_partial	Unaligned.length	Genome.fraction....	Duplication.ratio	X..N.s.per.100.kbp	X..mismatches.per.100.kbp	X..indels.per.100.kbp	X..genomic.features	X..genomic.features_partial	Largest.alignment	Total.aligned.length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75	mean_depth_cov	std_depth_cov	breadth_cov
SRR5216585	SAL_IA2781AA	178696	ILLUMINA	Paired	NA	SRX2526796	335182148	98	SAL_IA2781AA	Livestock	Bovine	ND	2015	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06279106	SRS1947653	30/01/2017	30/01/2017	Assembled	71	358964	4698536	"Salmonella enterica;100.0%"	35	2649	3.61	SAL_QA2451AA_AS	ADONIS	PHE		2020-02-10T12:50:25.000Z	Enteritidis	9:g,m:-	False	0	0	4698376	1	4698376	4698376	Typhimurium_LT2_AE006468	EnteritidisEC20090193_CP007321-1	1.0	1	1	1	1	1	4698376.0	4698376	4698376	4698376	4698376	4698376	1	4698376	4698376	4774402	52.14	52.15	4698376	4698376	4698376	4698376	1	1	1	1	21	1	4698376	24	0.0	0.0	0	0	1	3172	98.321	1	1.28	5.01	1.94	4386	38	1510726	4692020	470834	470834	290857	223243	3	3	6	7	68.4419	28.13	92.36
SRR5219463	SAL_IA4570AA	178693	ILLUMINA	Paired	NA	SRX2529541	353897796	98	SAL_IA4570AA	Livestock	Bovine	ND	2015	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06284495	SRS1950612	01/02/2017	01/02/2017	Assembled	75	284365	4698412	"Salmonella enterica;100.0%"	37	2458	3.61	SAL_QA2940AA_AS	ADONIS	PHE		2020-02-10T12:58:14.000Z	Enteritidis	9:g,m:-	False	0	0	4698643	3	4698643	4699138	Typhimurium_LT2_AE006468	EnteritidisEC20090193_CP007321-1	-	3	3	3	3	3	-	4698492	4698492	4698492	4698492	4698492	5	2410182	4698987	4774402	52.14	52.15	2410182	2410182	1950053	1950053	1	1	2	2	15	3	4698492	24	-	-	0	1	2	2219	98.321	1.001	1.26	5.71	2.36	4386	43	1917581	4689654	491912	491912	372288	372288	2	2	5	5	72.5483	29.38	92.36
SRR5219492	SAL_IA4544AA	178701	ILLUMINA	Paired	NA	SRX2529568	534206624	98	SAL_IA4544AA	Livestock	Bovine	ND	2015	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06284511	SRS1950517	01/02/2017	01/02/2017	Assembled	112	406296	4742107	"Salmonella enterica;90.38%"	45	1352	3.61	SAL_QA4088AA_AS	ADONIS	PHE		2020-02-10T12:59:20.000Z	Enteritidis	9:g,m:-	False	0	0	4699408	6	4699408	4740997	Typhimurium_LT2_AE006468	EnteritidisEC20090193_CP007321-1	-	6	5	3	3	2	-	4740718	4738841	4724524	4724524	4699340	7	4573698	4740929	4774402	52.12	52.15	4573698	4573698	4573698	4573698	1	1	1	1	19	2	4699340	24	-	-	0	5	0	41589	98.343	1.001	1.16	5.67	2.3	4388	34	1344710	4696341	465356	465356	304488	304488	3	3	6	6	91.2433	36.53	92.36
SRR5219493	SAL_IA4543AA	178700	ILLUMINA	Paired	NA	SRX2529569	365995872	99	SAL_IA4543AA	Livestock	Bovine	ND	2015	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06284531	SRS1950518	01/02/2017	01/02/2017	Assembled	77	441277	4698945	"Salmonella enterica;100.0%"	35	1442	3.61	SAL_QA2967AA_AS	ADONIS	PHE		2020-02-10T13:01:10.000Z	Enteritidis	9:g,m:-	False	0	0	4698786	2	4698786	4699022	Typhimurium_LT2_AE006468	EnteritidisEC20090193_CP007321-1	2.0	1	1	1	1	1	4699022.0	4698786	4698786	4698786	4698786	4698786	2	4698786	4699022	4774402	52.14	52.15	4698786	4698786	4698786	4698786	1	1	1	1	23	1	4698786	26	0.0	0.0	0	1	1	3515	98.315	1	1.21	5.62	1.9	4383	43	1508508	4694631	470585	470585	191767	180449	3	3	6	7	73.7709	30.88	92.36
SRR5220053	SAL_IA4473AA	60090	ILLUMINA	Paired	NA	SRX2529992	188369478	99	SAL_IA4473AA	Livestock	Bovine	ND	2014	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06285192	SRS1950895	01/02/2017	01/02/2017	Assembled	39	262041	4799455	"Salmonella enterica;100.0%"	41	1065	3.61	SAL_QA3037AA_AS	ADONIS	PHE		2020-02-10T13:14:27.000Z	N/A	9:g,m:-	False	0	0	4805521	2	4805521	4805945	Typhimurium_LT2_AE006468	Enteritidis_P125109	-	2	2	2	2	2	-	4805429	4805429	4805429	4805429	4805429	3	2840561	4805853	4685848	52.24	52.17	2840561	2840561	1964868	1964868	1	1	2	2	32	2	4805429	28	-	-	0	1	2	237934	97.439	1	1.35	43.21	3.77	4580	37	666802	4563607	414207	414207	218817	220991	5	5	9	8	36.8458	15.56	93.45
SRR5220445	SAL_IA4289AA	60052	ILLUMINA	Paired	NA	SRX2530312	254352582	99	SAL_IA4289AA	Livestock	Bovine	ND	2014	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06285658	SRS1951207	01/02/2017	01/02/2017	Assembled	52	405966	4809938	"Salmonella enterica;100.0%"	40	2262	3.61	SAL_QA3222AA_AS	ADONIS	PHE		2020-02-10T13:20:30.000Z	N/A	9:g,m:-	False	0	0	4814142	2538	4814142	5634871	Typhimurium_LT2_AE006468	Enteritidis_P125109	-	10	1	1	1	1	-	4825723	4811939	4811939	4811939	4811939	2539	4811939	5634702	4685848	50.91	52.17	4811939	4811939	4811939	4811939	1	1	1	1	34	1	4811939	41	-	-	0	2534	3	1056737	97.621	1.001	0.98	44.62	3.69	4586	38	669690	4572559	297085	413951	88022	216914	6	5	15	9	49.4973	20.12	93.55
SRR5220562	SAL_IA4175AA	60079	ILLUMINA	Paired	NA	SRX2530427	184576392	99	SAL_IA4175AA	Livestock	Bovine	ND	2014	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06285860	SRS1951316	01/02/2017	01/02/2017	Assembled	38	243088	4801467	"Salmonella enterica;100.0%"	53	4539	3.61	SAL_QA4095AA_AS	ADONIS	PHE		2020-02-10T13:26:59.000Z	N/A	9:g,m:-	False	0	0	4814949	4	4814949	4815600	Typhimurium_LT2_AE006468	Enteritidis_P125109	4.0	1	1	1	1	1	4815600.0	4814949	4814949	4814949	4814949	4814949	4	4814949	4815600	4685848	52.23	52.17	4814949	4814949	4814949	4814949	1	1	1	1	40	1	4814949	34	0.0	0.0	0	3	1	237483	97.608	1.001	1.25	43.55	3.98	4587	41	651616	4577344	414091	414091	117982	152758	5	5	11	10	36.4892	14.68	93.54
SRR5220583	SAL_IA4167AA	149307	ILLUMINA	Paired	NA	SRX2530448	236706180	89	SAL_IA4167AA	Livestock	Bovine	ND	2015	8	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06285875	SRS1951337	01/02/2017	01/02/2017	Assembled	48	228145	4908498	"Salmonella enterica;100.0%"	67	2744	3.61	SAL_QA3344AA_AS	ADONIS	PHE		2020-02-10T13:27:13.000Z	N/A	9:g,m:-	False	1	0	4821791	6	4821791	4910289	Typhimurium_LT2_AE006468	Enteritidis_P125109	-	3	3	3	3	3	-	4908984	4908984	4908984	4908984	4908984	7	3031359	4910211	4685848	52.19	52.17	3031359	3031359	1790354	1790354	1	1	2	2	31	2	4821713	42	-	-	0	4	1	307643	98.134	1.001	1.08	53.19	4.59	4621	45	699321	4599299	407297	407297	121121	152850	5	5	10	9	52.021	20.4	94.15
SRR5220740	SAL_IA4054AA	60085	ILLUMINA	Paired	NA	SRX2530605	288628956	99	SAL_IA4054AA	Livestock	Bovine	ND	2014	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06286058	SRS1951489	01/02/2017	01/02/2017	Assembled	59	513204	4814307	"Salmonella enterica;100.0%"	43	1119	3.61	SAL_QA3458AA_AS	ADONIS	PHE		2020-02-10T13:35:25.000Z	N/A	9:g,m:-	False	0	0	4817009	49	4817009	4830238	Typhimurium_LT2_AE006468	Enteritidis_P125109	-	2	2	2	2	2	-	4816931	4816931	4816931	4816931	4816931	50	4585640	4830160	4685848	52.2	52.17	4585640	4585640	4585640	4585640	1	1	1	1	32	2	4816931	34	-	-	0	48	1	251056	97.588	1.001	1.14	43.65	3.63	4593	36	670115	4577342	414175	414175	180825	221066	5	5	10	9	56.9099	22.92	93.58
SRR5220887	SAL_IA3965AA	149306	ILLUMINA	Paired	NA	SRX2530752	226809024	89	SAL_IA3965AA	Livestock	Bovine	ND	2015	8	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06286187	SRS1951636	01/02/2017	01/02/2017	Assembled	46	227633	4910219	"Salmonella enterica;100.0%"	70	2084	3.61	SAL_QA4055AA_AS	ADONIS	PHE		2020-02-10T13:35:42.000Z	N/A	9:g,m:-	False	1	0	4908314	7	4908314	4911296	Typhimurium_LT2_AE006468	Enteritidis_P125109	7.0	2	1	1	1	1	4911296.0	4909607	4908314	4908314	4908314	4908314	7	4908314	4911296	4685848	52.2	52.17	4908314	4908314	4908314	4908314	1	1	1	1	33	1	4908314	41	0.0	0.0	0	3	2	309551	98.12	1.001	1.02	52.11	4.2	4619	42	603954	4598718	292204	292204	180316	183361	6	6	12	11	49.1382	19.03	94.15
SRR5413126	SAL_JA1270AA	193312	ILLUMINA	Paired	NA	SRX2705076	361492608	96	SAL_JA1270AA	Human	Human	"human; Homo sapiens"	2015	12	NA	NA	Europe	Spain	Valencia	NA	Comunidad Valenciana	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06681272	SRS2098807	06/04/2017	05/04/2017	Assembled	76	425132	4704346	"Salmonella enterica;97.72%"	42	1424	3.61	SAL_RA9190AA_AS	ADONIS	PHE		2020-02-10T13:47:27.000Z	Enteritidis	9:g,m:-	False	0	0	4698008	3	4698008	4703587	Typhimurium_LT2_AE006468	EnteritidisEC20090193_CP007321-1	-	3	3	2	2	2	-	4703254	4703254	4697930	4697930	4697930	4	2749526	4703509	4774402	52.13	52.15	2749526	2749526	1948404	1948404	1	1	2	2	20	2	4697930	20	-	-	0	1	1	8532	98.298	1	1	7.65	2.51	4386	36	1513180	4693162	471081	471081	289114	220350	3	3	6	7	75.9078	32.65	92.35
SRR5413137	SAL_JA1264AA	193311	ILLUMINA	Paired	NA	SRX2705087	371726698	97	SAL_JA1264AA	Human	Human	"human; Homo sapiens"	2015	12	NA	NA	Europe	Spain	Madrid	Madrid	Madrid	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN06681408	SRS2098809	06/04/2017	05/04/2017	Assembled	79	516579	4704110	"Salmonella enterica;97.37%"	35	1612	3.61	SAL_RA9196AA_AS	ADONIS	PHE		2020-02-10T14:06:59.000Z	Enteritidis	9:g,m:-	False	0	0	4698431	2	4698431	4703755	Typhimurium_LT2_AE006468	EnteritidisEC20090193_CP007321-1	-	4	4	3	3	3	-	4703607	4703607	4698283	4698283	4698283	4	2236491	4703607	4774402	52.13	52.15	2105897	2105897	2105897	2105897	2	2	2	2	16	3	4698283	28	-	-	0	1	1	7252	98.314	1.001	1.04	6.52	2.17	4382	40	1509383	4691267	465316	465316	404220	238049	3	3	5	6	77.0953	30.69	92.35
SRR5757163	SAL_KA1241AA	60088	ILLUMINA	Paired	NA	SRX2957277	238720680	99	SAL_KA1241AA	Livestock	Bovine	ND	2014	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN07278826	SRS2314455	28/06/2017	27/06/2017	Assembled	49	451895	4806802	"Salmonella enterica;100.0%"	34	1062	3.61	SAL_TA6571AA_AS	ADONIS	PHE		2020-02-10T14:12:43.000Z	N/A	9:g,m:-	False	0	0	4740231	622	4740231	4984078	Typhimurium_LT2_AE006468	Enteritidis_P125109	622.0	6	2	2	2	2	4984078.0	4820264	4815317	4815317	4815317	4815317	622	4740231	4984078	4685848	51.91	52.17	4740231	4740231	4740231	4740231	1	1	1	1	33	1	4740231	33	0.0	0.0	0	621	1	405951	97.615	1.001	1.26	41.25	3.67	4593	34	650574	4577676	353264	372058	152851	180456	6	5	11	10	46.33	20.06	93.56
SRR5757177	SAL_KA1239AA	60008	ILLUMINA	Paired	NA	SRX2957291	311707816	98	SAL_KA1239AA	Livestock	Bovine	ND	2014	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN07278842	SRS2314470	28/06/2017	27/06/2017	Assembled	64	349635	4813487	"Salmonella enterica;100.0%"	46	819	3.61	SAL_TA6573AA_AS	ADONIS	PHE		2020-02-10T14:18:06.000Z	N/A	9:g,m:-	False	0	0	4816983	2	4816983	4817216	Typhimurium_LT2_AE006468	Enteritidis_P125109	2.0	1	1	1	1	1	4817216.0	4816983	4816983	4816983	4816983	4816983	2	4816983	4817216	4685848	52.23	52.17	4816983	4816983	4816983	4816983	1	1	1	1	30	1	4816983	44	0.0	0.0	0	1	1	238672	97.594	1.001	0.98	43.52	3.06	4595	33	669294	4577230	414303	414303	220989	226524	5	5	9	8	62.3724	24.96	93.66
SRR5757180	SAL_KA1236AA	60070	ILLUMINA	Paired	NA	SRX2957294	220993542	99	SAL_KA1236AA	Livestock	Bovine	ND	2014	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN07278843	SRS2314473	28/06/2017	27/06/2017	Assembled	45	230210	4807609	"Salmonella enterica;100.0%"	37	1599	3.61	SAL_TA6576AA_AS	ADONIS	PHE		2020-02-10T14:21:40.000Z	N/A	9:g,m:-	False	0	0	4783336	8	4783336	4785023	Typhimurium_LT2_AE006468	Enteritidis_P125109	8.0	1	1	1	1	1	4785023.0	4783336	4783336	4783336	4783336	4783336	8	4783336	4785023	4685848	52.21	52.17	4783336	4783336	4783336	4783336	1	1	1	1	37	1	4783336	29	0.0	0.0	0	7	1	238372	96.966	1.001	1.19	41.33	3.52	4568	32	670230	4546169	345712	345712	143941	152855	5	5	11	10	43.4859	18.13	93.58
SRR5757181	SAL_KA1235AA	60058	ILLUMINA	Paired	NA	SRX2957295	170422758	99	SAL_KA1235AA	Livestock	Bovine	ND	2014	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN07278844	SRS2314474	28/06/2017	27/06/2017	Assembled	35	220890	4806864	"Salmonella enterica;100.0%"	40	1453	3.61	SAL_TA6577AA_AS	ADONIS	PHE		2020-02-10T14:29:17.000Z	N/A	9:g,m:-	False	0	0	4740097	3	4740097	4815410	Typhimurium_LT2_AE006468	Enteritidis_P125109	-	3	3	3	3	3	-	4815079	4815079	4815079	4815079	4815079	4	3333151	4815312	4685848	52.22	52.17	3333151	3333151	1406848	1406848	1	1	2	2	30	2	4739999	33	-	-	0	2	2	241706	97.546	1.001	1.41	39.55	3.7	4584	38	670130	4570856	371524	408090	221105	228122	6	5	10	9	33.5681	13.85	93.59
SRR5757183	SAL_KA1233AA	60073	ILLUMINA	Paired	NA	SRX2957297	207392724	99	SAL_KA1233AA	Livestock	Bovine	ND	2014	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN07278836	SRS2314476	28/06/2017	27/06/2017	Assembled	43	163545	4798656	"Salmonella enterica;100.0%"	48	4317	3.61	SAL_TA6579AA_AS	ADONIS	PHE		2020-02-10T14:30:33.000Z	N/A	9:g,m:-	False	0	0	4730840	5	4730840	4806726	Typhimurium_LT2_AE006468	Enteritidis_P125109	5.0	2	2	2	2	2	4806726.0	4805926	4805926	4805926	4805926	4805926	5	4730840	4806726	4685848	52.24	52.17	4730840	4730840	4730840	4730840	1	1	1	1	43	1	4730840	30	0.0	0.0	0	4	1	238473	97.436	1.001	1.25	42.93	3.33	4570	45	649444	4566907	213675	213675	107655	112330	7	7	15	14	40.793	17.15	93.45
SRR5757188	SAL_KA1228AA	60092	ILLUMINA	Paired	NA	SRX2957302	275493042	99	SAL_KA1228AA	Livestock	Bovine	ND	2014	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN07278895	SRS2314481	28/06/2017	27/06/2017	Assembled	57	300893	4814158	"Salmonella enterica;100.0%"	52	2723	3.61	SAL_TA6580AA_AS	ADONIS	PHE		2020-02-10T14:37:48.000Z	N/A	9:g,m:-	False	0	0	4814214	5	4814214	4815103	Typhimurium_LT2_AE006468	Enteritidis_P125109	5.0	1	1	1	1	1	4815103.0	4814214	4814214	4814214	4814214	4814214	5	4814214	4815103	4685848	52.23	52.17	4814214	4814214	4814214	4814214	1	1	1	1	32	1	4814214	32	0.0	0.0	0	3	1	238683	97.585	1.001	1.1	41.16	3.43	4589	35	670178	4573602	414148	414148	221105	221105	5	5	9	9	54.349	21.26	93.56
SRR5757191	SAL_KA1225AA	60082	ILLUMINA	Paired	NA	SRX2957305	233216082	99	SAL_KA1225AA	Livestock	Bovine	ND	2014	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN07278903	SRS2314484	28/06/2017	27/06/2017	Assembled	48	239045	4805878	"Salmonella enterica;100.0%"	37	2224	3.61	SAL_TA6583AA_AS	ADONIS	PHE		2020-02-10T14:40:02.000Z	N/A	9:g,m:-	False	1	0	4739452	4	4739452	4815096	Typhimurium_LT2_AE006468	Enteritidis_P125109	4.0	2	2	2	2	2	4815096.0	4814532	4814532	4814532	4814532	4814532	4	4739452	4815096	4685848	52.23	52.17	4739452	4739452	4739452	4739452	1	1	1	1	38	1	4739452	28	0.0	0.0	0	3	1	234500	97.66	1.001	1.37	42.24	3.98	4592	39	669144	4577096	414308	414308	190721	190721	5	5	9	9	46.0223	18.15	93.57
SRR5757192	SAL_KA1224AA	172517	ILLUMINA	Paired	NA	SRX2957306	345820440	98	SAL_KA1224AA	Livestock	Bovine	ND	2015	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN07278899	SRS2314485	28/06/2017	27/06/2017	Assembled	70	406255	4910166	"Salmonella enterica;100.0%"	56	1410	3.61	SAL_TA6584AA_AS	ADONIS	PHE		2020-02-10T14:41:01.000Z	N/A	9:g,m:-	False	0	0	4801891	10	4801891	4912893	Typhimurium_LT2_AE006468	Enteritidis_P125109	-	7	6	6	5	5	-	4911107	4909814	4909814	4888936	4888936	13	3515475	4912661	4685848	52.19	52.17	3515475	3515475	856828	3515475	1	1	2	1	38	3	4610577	38	-	-	0	5	5	310569	98.1	1.001	1.06	47.64	4.37	4618	47	475792	4600783	227274	227274	152851	174961	7	7	14	13	68.6103	26.84	94.2
SRR5757193	SAL_KA1223AA	60055	ILLUMINA	Paired	NA	SRX2957307	225243018	99	SAL_KA1223AA	Livestock	Bovine	ND	2014	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN07278904	SRS2314486	28/06/2017	27/06/2017	Assembled	46	241621	4813352	"Salmonella enterica;100.0%"	55	1464	3.61	SAL_TA6585AA_AS	ADONIS	PHE		2020-02-10T14:54:27.000Z	N/A	9:g,m:-	False	1	0	4813101	5	4813101	4815948	Typhimurium_LT2_AE006468	Enteritidis_P125109	5.0	2	1	1	1	1	4815948.0	4815166	4813101	4813101	4813101	4813101	5	4813101	4815948	4685848	52.23	52.17	4813101	4813101	4813101	4813101	1	1	1	1	39	1	4813101	34	0.0	0.0	0	2	2	237312	97.617	1.001	1.33	42.78	3.98	4591	37	649665	4575359	411691	411691	117982	117982	5	5	11	11	44.3638	18.78	93.57
SRR5757202	SAL_KA1214AA	60076	ILLUMINA	Paired	NA	SRX2957316	330053130	99	SAL_KA1214AA	Livestock	Bovine	ND	2014	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN07278896	SRS2314495	28/06/2017	27/06/2017	Assembled	68	476238	4804634	"Salmonella enterica;100.0%"	43	946	3.61	SAL_TA6222AA_AS	ADONIS	PHE		2020-02-10T14:57:53.000Z	N/A	9:g,m:-	False	0	0	4806634	1	4806634	4806634	Typhimurium_LT2_AE006468	Enteritidis_P125109	-	2	2	2	2	2	-	4806566	4806566	4806566	4806566	4806566	2	4540409	4806566	4685848	52.24	52.17	4540409	4540409	4540409	4540409	1	1	1	1	34	2	4806566	29	-	-	0	0	2	236634	97.465	1.001	0.89	44.14	3.68	4574	36	669986	4569189	376027	376027	180334	190713	5	5	10	9	65.0239	26.06	93.47
SRR5757208	SAL_KA1208AA	172436	ILLUMINA	Paired	NA	SRX2957322	367093300	98	SAL_KA1208AA	Livestock	Bovine	ND	2015	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN07278897	SRS2314501	28/06/2017	27/06/2017	Assembled	76	439365	4813304	"Salmonella enterica;100.0%"	52	673	3.61	SAL_TA6228AA_AS	ADONIS	PHE		2020-02-10T14:59:31.000Z	N/A	9:g,m:-	False	0	0	4739921	6	4739921	4815992	Typhimurium_LT2_AE006468	Enteritidis_P125109	-	3	3	3	3	3	-	4814906	4814906	4814906	4814906	4814906	7	3386733	4815897	4685848	52.22	52.17	3386733	3386733	1353093	1353093	1	1	2	2	33	2	4739826	32	-	-	0	5	2	237166	97.623	1.001	1.08	44.16	3.45	4600	37	699018	4575395	414094	432827	226518	334102	5	4	8	7	73.3806	31.01	93.57
SRR5757213	SAL_KA1203AA	185978	ILLUMINA	Paired	NA	SRX2957327	415140740	98	SAL_KA1203AA	Livestock	Bovine	ND	2015	11	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN07278911	SRS2314506	28/06/2017	27/06/2017	Assembled	84	402117	4912093	"Salmonella enterica;100.0%"	57	667	3.61	SAL_TA6233AA_AS	ADONIS	PHE		2020-02-10T15:00:20.000Z	N/A	9:g,m:-	False	0	0	4914742	6	4914742	4916054	Typhimurium_LT2_AE006468	Enteritidis_P125109	-	3	3	3	3	3	-	4914390	4914390	4914390	4914390	4914390	9	3515873	4915813	4685848	52.19	52.17	3515873	3515873	1059873	3515873	1	1	2	1	35	3	4914390	33	-	-	0	5	2	311519	98.134	1.001	1	50.65	4.11	4622	44	679454	4600591	421519	421519	152847	180827	5	5	11	10	81.7075	33.94	94.2
SRR6920011	SAL_OA8483AA	438789	ILLUMINA	Paired	NA	SRX3867406	NA	NA	SAL_OA8483AA	Human	Human	"human; Homo sapiens"	2017	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN08823257	SRS3110484	01/04/2018	31/03/2018	Assembled	72	290608	4765040	"Salmonella enterica;100.0%"	42	10184	4	SAL_AB0011AA_AS	ADONIS	PHE		2020-02-10T15:08:06.000Z	Enteritidis	9:g,m:-	False	0	0	4700831	7	4700831	4766722	Typhimurium_LT2_AE006468	Enteritidis_P125109	-	7	6	6	6	6	-	4764728	4760080	4760080	4760080	4760080	11	2058592	4766409	4685848	52.09	52.17	1384757	1384757	832991	832991	2	2	3	3	18	5	4700518	20	-	-	0	6	2	126318	98.965	1.001	1.03	3.84	1.9	4698	21	1549248	4637907	492015	492015	216895	216895	3	3	6	6	65.2183	28.22	92.06
SRR6920550	SAL_OA8333AA	381685	ILLUMINA	Paired	NA	SRX3867945	NA	NA	SAL_OA8333AA	Human	Human	"human; Homo sapiens"	2017	6	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Enteritidis	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN08823456	SRS3110915	01/04/2018	31/03/2018	Assembled	68	126223	4737439	"Salmonella enterica;100.0%"	97	29744	4	SAL_AB0162AA_AS	ADONIS	PHE		2020-02-10T15:13:21.000Z	Enteritidis	9:g,m:-	False	1	0	4737704	7	4737704	4739252	Typhimurium_LT2_AE006468	EnteritidisEC20090193_CP007321-1	-	4	4	4	4	3	-	4737361	4737361	4737361	4737361	4691081	10	3131303	4738909	4774402	52.12	52.15	3131303	3131303	1326821	1326821	1	1	2	2	28	2	4458124	32	-	-	0	6	2	42983	98.305	1.001	1.62	6.9	2.86	4360	60	681553	4687728	418831	418831	153500	153500	5	5	10	10	64.2793	28.05	92.42
